"","Age","Age13","Age6","Asian_link","Bible","Big_govt_scale","Black_link","Campaign_info_sources","Caucus_Dem_state","Caucus_Rep_state","Caucus_primary_state_type","Child_authority","Climate_scale","Clinton_Sanders","Clinton_vote","Clinton_vote_100","Community_issue","Community_volunteer","Community_work","Contact_party","Discrim_scale","Econ_pessimism","Education","F_scale","Female","Female_role","Free_trade","GOTV","Gay_laws_scale","HR_vote_party","Hispanic_link","Income","Kids","ME_Isis","ME_refugees","Married","Misogyny","Misogyny4","ObamaCare","Obama_2012","Org_num","Pol_interest_scale","Primary_party","Race2","Race3","Race_all","Relig_attend","Relig_imp","Sexism_trad","Spend_Child","Spend_Crime","Spend_Enviro","Spend_Poor","Spend_Scale","Spend_Schools","Spend_SciTech","Spend_SocSec","Spend_Welfare","Ticket_splitter","Trump_vote_100","Trump_OtherRep","case_id","V160101","V160101f","V160101w","V160102","V160102f","V160102w","V160201","V160201f","V160201w","V160202","V160202f","V160202w","interview_mode","V160502","V161001","V161002","Female_bond","Voted_2012","Voted_2016","Voter_type","Voter_type_primary_caucus","Who_2012","Who_2016","Who_2016_full","abortion","affirm_act3","assist_blacks","better_worse_future_R","better_worse_future_econ","better_worse_past_R","better_worse_past_R_2","better_worse_past_econ","better_worse_past_econ_2","climate_1","climate_2","cong_approve","cong_incumb_approve","defense_spend","educ4","egalit_3","egalitarianism","envir_jobs","fracking","ft_Asians","ft_BClinton","ft_BLM","ft_Blacks","ft_Business","ft_Christians","ft_Congress","ft_Conservatives","ft_Dem","ft_Feminists","ft_Fund","ft_Gays","ft_HClinton_post","ft_HClinton_pre","ft_Hispanics","ft_Illegals","ft_Jews","ft_Kane","ft_Liberals","ft_Muslims","ft_Muslims_5","ft_Obama","ft_Pence","ft_Police","ft_Poor","ft_Rep","ft_Rich","ft_SCOTUS","ft_Scientists","ft_Tea","ft_Trans","ft_Trump_post","ft_Trump_pre","ft_Unions","ft_Whites","ft_Illegals_5","gay_adopt","gay_job_discrim","gay_marriage","gay_wed_serve","grass","gun_control2","gun_imp","gun_own","immig_birthright","immig_chldrn","immig_chldrn_rec","immig_scale","immig_scale_4","immig_wall","income3","income4","income5","income7","income_gap","income_gap_action","intl_force","isolationism","jobs_stndLiving","libcon10","libcon3","libcon7","libcon7_Dem","libcon7_Rep","marital","nativism","nativism2","nativism4","nesw","nesw_rnd","partyid3","partyid7","pol_interest","political_trust","polknow","polknow2","pres_econ","pres_foreign","pres_hlth","pres_job","primary_voter","primary_who","racial_resent_scale","racial_resent_scale_4","region","sex_orient","sex_orient_fmfrnd","social_trust","spend8","spend_serv","torture","trans_bathroom","rid_rotten_apples","need_strong_leader","version","voting_duty","voting_duty2","white_black_4","whites_minus_blacks","wordsum","ft_Police_q3","ft_Police_q4","pid_dum1","pid_dum2","pid_dum3","gay_wed_require"
"24",72,12,6,NA,1,3,2,4,0,0,1,3,3,1,1,100,1,1,1,0,20,3,14,5,1,4,1,2,0,1,NA,27,1,4,4,1,4,1,2,1,2,11,1,2,2,2,0,1,12,1,1,1,1,1,1,1,1,2,0,0,NA,404200,1.2819,0,1.2475,1.2231,0,1.1928,100,0,100,2,0,2,2,1,NA,NA,2,1,1,1,1,1,1,1,4,1,2,3,3,2,1,2,1,2,3,4,1,NA,4,3,14,NA,3,79,70,83,100,39,62,40,9,100,71,NA,91,85,85,85,60,85,85,88,53,4,100,0,40,83,0,51,59,85,1,55,0,0,60,70,4,1,1,1,1,3,1,3,0,7,6,7,18,4,7,3,4,5,7,2,2,3,2,NA,1,1,2,2,7,1,7,1,2,1.2231,1,1,1,8,3,4,1,1,1,1,1,1,1,5,1,4,1,1,4,7,3,3,2,4,3,"ANES2016TimeSeries_20170403",1,1,1,-30,6,1,1,1,0,0,1
"25",33,4,2,NA,0,3,NA,2,0,0,1,2,4,2,1,100,2,2,2,0,13,5,13,3,1,6,1,2,0,2,NA,13,0,6,5,1,0,1,1,1,0,5,1,1,1,1,0,0,16,2,2,1,1,2,1,1,1,1,1,0,NA,403725,1.116,0,1.0804,1.0903,0,1.0724,63,0,63,1,0,1,2,1,NA,NA,4,1,1,1,1,1,1,1,4,3,3,2,3,5,3,3,2,3,3,3,2,4,3,3,16,3,3,50,40,0,50,0,40,30,40,40,30,30,60,40,30,50,40,50,50,50,50,3,100,50,70,50,15,40,50,70,50,60,0,0,70,50,2,1,1,1,1,1,1,3,0,7,5,6,17,4,7,2,2,2,3,1,1,3,2,3,3,1,2,3,7,1,6,1,2,1.0903,1,1,2,4,2,2,0,1,1,1,1,1,2,7,2,4,1,1,4,6,7,3,2,2,3,"ANES2016TimeSeries_20170403",7,2,2,0,7,1,2,1,0,0,1
"26",66,11,5,NA,2,3,2,4,0,0,1,2,2,1,1,100,2,2,2,1,17,2,9,4,1,3,2,1,4,NA,NA,6,1,7,4,0,10,4,2,1,0,5,1,2,2,2,4,3,6,1,1,1,1,0,1,1,1,1,NA,0,NA,403354,1.3727,0,1.3419,1.3999,0,1.3402,77,0,77,2,0,2,2,1,NA,NA,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,2,4,4,7,1,3,15,1,3,60,100,72,85,70,98,31,31,100,61,51,61,86,97,70,68,70,87,98,52,4,97,58,86,88,0,52,61,51,17,41,31,0,51,70,4,1,1,4,2,3,1,2,0,5,6,7,16,4,7,1,1,1,2,2,1,4,2,1,1,1,3,2,6,3,10,2,4,1.3999,1,1,1,3,5,3,0,1,1,1,1,1,1,0,1,3,1,2,2,8,6,3,2,3,3,"ANES2016TimeSeries_20170403",2,1,1,-15,9,3,3,1,0,0,1
"27",59,9,4,NA,0,NA,NA,4,0,0,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,2,14,NA,1,NA,NA,NA,0,NA,NA,28,NA,7,4,1,8,3,1,1,NA,12,1,1,1,1,0,0,8,3,1,1,2,8,3,2,2,2,NA,NA,NA,402837,0.3581,0,0.3502,0,0,0,19,0,19,1,0,1,2,0,NA,NA,NA,1,NA,NA,1,1,NA,NA,4,3,3,2,2,2,1,1,1,3,3,4,NA,4,4,NA,NA,1,3,NA,84,-6,NA,-6,-6,-6,-6,86,-6,-6,-6,NA,85,NA,NA,-6,86,-6,-6,NA,100,52,-6,-6,2,-6,-6,-6,-6,-6,NA,2,-6,NA,NA,1,1,1,1,NA,1,1,0,7,6,7,17,4,6,3,4,5,7,1,NA,3,2,2,NA,1,2,2,7,1,NA,NA,NA,0,0,1,1,8,3,NA,NA,1,1,1,1,1,1,NA,NA,2,1,2,3,2,4,NA,2,NA,NA,"ANES2016TimeSeries_20170403",3,1,NA,NA,9,NA,NA,NA,NA,NA,1
"28",39,5,2,NA,1,3,NA,NA,1,1,4,2,4,NA,1,100,2,1,2,0,11,4,14,0,1,6,2,1,2,1,NA,17,0,4,5,0,8,3,6,1,1,NA,NA,1,1,1,1,0,8,2,2,2,3,9,2,2,1,3,0,0,NA,404278,0.8019,0,0.7747,0.7913,0,0.7765,39,0,39,2,0,2,2,1,NA,NA,4,1,1,2,NA,1,1,1,4,2,4,3,3,3,2,3,2,3,3,3,NA,NA,4,1,7,3,3,75,30,50,75,45,75,40,30,25,60,40,75,70,35,75,45,60,NA,75,40,2,40,NA,20,50,15,50,60,85,0,50,0,0,60,75,2,1,2,1,2,1,2,5,0,4,4,5,11,2,5,2,3,3,4,1,1,3,1,NA,3,1,2,4,5,5,7,1,2,0.7913,1,2,3,1,3,2,0,2,2,4,2,0,NA,12,3,4,1,1,3,1,5,3,2,1,1,"ANES2016TimeSeries_20170403",4,NA,2,0,9,1,1,0,1,0,1
"29",27,3,1,NA,1,2,NA,3,0,0,1,4,1,NA,NA,NA,2,2,2,0,18,7,9,4,1,5,2,1,2,NA,NA,22,1,4,4,0,9,3,4,NA,0,5,NA,1,1,1,0,0,7,1,1,1,1,6,2,2,3,3,NA,NA,NA,404045,3.3645,0,3.2786,3.2843,0,3.227,23,0,23,1,0,1,2,1,NA,NA,1,0,0,NA,NA,NA,NA,NA,2,1,4,5,4,4,3,4,3,1,2,4,1,5,1,2,10,2,2,53,NA,70,56,69,60,62,43,NA,63,51,84,50,NA,88,51,60,NA,61,60,4,20,NA,18,60,NA,29,59,72,63,68,60,NA,49,78,4,1,2,1,2,1,1,3,0,7,5,6,14,3,4,3,3,4,5,1,1,4,2,2,5,1,2,5,3,6,8,2,3,3.2843,3,2,3,4,2,1,0,3,4,4,4,0,NA,8,2,2,1,2,2,4,6,1,2,3,3,"ANES2016TimeSeries_20170403",4,NA,3,22,6,1,1,0,1,0,1
"30",49,7,3,NA,0,NA,NA,5,0,0,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,10,NA,1,NA,NA,NA,2,NA,NA,24,NA,6,4,1,10,4,2,1,NA,9,1,1,1,1,0,0,6,1,1,1,2,2,1,1,1,2,NA,NA,NA,401698,1.4549,0,1.4221,0,0,0,49,0,49,2,0,2,2,0,NA,NA,NA,1,NA,NA,1,1,NA,NA,4,1,4,3,2,2,1,1,1,2,3,4,NA,3,2,NA,NA,1,3,NA,70,-6,NA,-6,-6,-6,-6,60,-6,-6,-6,NA,60,NA,NA,-6,85,-6,-6,NA,85,0,-6,-6,0,-6,-6,-6,-6,-6,NA,0,-6,NA,NA,1,1,1,3,NA,1,2,1,3,4,5,12,3,7,3,4,4,6,1,NA,4,2,NA,NA,1,3,3,7,1,NA,NA,NA,0,0,1,2,7,2,NA,NA,1,2,1,1,1,2,NA,NA,2,1,1,3,6,4,NA,2,NA,NA,"ANES2016TimeSeries_20170403",1,1,NA,NA,9,NA,NA,NA,NA,NA,0
"31",76,13,6,NA,2,3,3,4,0,0,1,4,NA,NA,1,100,2,2,2,0,13,NA,10,8,1,2,3,2,NA,1,NA,7,1,7,7,0,7,2,4,1,0,12,NA,2,2,2,3,3,9,1,1,1,1,0,1,1,1,1,0,0,NA,300144,1.263,1.3571,0,1.2383,1.2667,0,121,21,0,1,1,0,1,1,1,2,2,1,1,2,NA,1,1,1,2,1,4,NA,NA,4,3,2,1,1,NA,4,1,NA,2,1,8,1,2,50,85,75,70,85,100,85,50,85,50,50,50,100,85,50,50,70,NA,50,50,3,100,NA,85,85,40,70,70,70,50,50,50,0,85,70,3,NA,1,1,3,3,1,1,0,1,5,6,11,2,7,1,1,1,2,2,1,3,2,1,6,1,3,5,NA,4,12,2,4,1.2383,1,1,1,8,2,1,0,2,2,1,1,0,NA,8,2,3,1,2,2,8,NA,3,1,5,5,"ANES2016TimeSeries_20170403",1,1,2,0,4,2,2,1,0,0,0
"32",64,10,5,NA,1,3,NA,5,0,0,1,3,3,1,1,100,2,2,2,1,23,6,14,2,1,3,3,1,0,2,NA,24,0,7,4,1,0,1,1,1,0,11,1,1,1,1,0,3,16,2,2,1,1,3,1,1,1,2,1,0,NA,403071,1.5043,0,1.4674,1.5614,0,1.5393,36,0,36,1,0,1,2,1,NA,NA,1,1,1,1,1,1,1,1,4,2,4,4,3,4,3,2,1,2,3,4,5,4,4,3,12,2,3,85,80,40,85,0,40,0,15,98,85,0,85,100,95,85,85,85,98,85,85,5,95,0,100,85,0,0,0,100,0,85,0,0,100,85,5,1,1,1,1,3,1,2,1,6,5,6,16,4,7,3,4,4,6,2,1,3,2,4,10,1,2,2,6,1,6,1,2,1.5614,2,1,1,7,3,2,0,1,1,1,1,1,1,8,2,3,1,1,4,5,5,2,2,2,2,"ANES2016TimeSeries_20170403",1,1,2,0,0,3,4,1,0,0,1
"33",46,7,3,NA,0,2,NA,3,0,0,1,0,4,2,1,100,1,2,1,0,19,4,11,2,1,6,2,1,2,1,NA,12,1,4,4,0,4,1,6,1,3,10,1,1,1,1,0,0,12,1,1,1,2,3,1,1,2,2,0,0,NA,402455,0.4474,0,0.4363,0.4397,0,0.4269,28,0,28,1,0,1,2,1,NA,NA,4,1,1,1,1,1,1,1,4,2,4,3,5,3,2,3,2,3,3,4,2,4,2,3,15,1,3,50,51,60,50,50,30,40,40,35,85,0,100,70,51,50,50,100,49,85,60,4,89,1,85,50,2,50,70,100,0,60,0,1,100,50,3,1,1,1,3,1,1,1,0,4,3,3,11,2,7,1,2,2,3,1,1,3,2,4,1,1,1,4,7,4,5,1,1,0.4397,0,1,2,7,2,4,1,1,2,3,1,1,2,4,1,1,1,1,4,5,5,3,2,3,1,"ANES2016TimeSeries_20170403",4,NA,2,0,10,2,2,1,0,0,0
"34",50,8,4,NA,1,0,NA,2,0,0,1,1,3,NA,1,100,1,1,1,1,15,1,12,2,0,4,1,1,0,1,NA,28,1,2,3,1,5,2,2,1,2,9,NA,1,1,1,2,2,11,3,1,2,1,6,2,2,1,2,0,0,NA,402700,1.0613,0,1.0274,1.0488,0,1.0048,50,0,50,2,0,2,2,1,NA,NA,2,1,1,1,NA,1,1,1,4,3,6,1,3,2,1,3,2,3,2,4,2,3,2,3,13,2,2,75,77,40,70,61,70,60,16,77,80,15,85,60,60,75,70,85,70,75,80,5,85,15,80,74,30,75,70,95,70,80,6,24,60,75,4,1,1,1,1,1,1,2,0,5,6,7,16,4,7,3,4,5,7,2,3,3,2,5,6,1,3,3,7,1,5,1,1,1.0488,1,3,6,7,2,2,0,1,1,1,1,1,9,7,2,4,1,1,4,3,5,2,2,3,1,"ANES2016TimeSeries_20170403",2,1,3,5,7,2,2,0,0,1,1
"35",45,7,3,NA,1,3,NA,5,0,0,1,0,4,2,1,100,1,1,1,1,17,5,10,1,1,6,1,2,1,1,NA,21,1,5,4,0,4,1,2,1,1,6,1,1,1,1,3,1,12,1,1,2,1,5,1,2,2,3,0,0,NA,402544,0.9326,0,0.9116,0.8927,0,0.8579,72,0,72,2,0,2,2,1,NA,NA,4,1,1,1,1,1,1,1,4,2,3,3,2,4,3,3,2,3,3,4,4,4,2,2,11,2,3,92,84,85,92,60,85,46,65,65,85,85,100,85,70,92,70,99,84,85,100,5,78,40,70,85,30,85,66,85,55,85,15,2,85,92,4,1,1,1,2,2,1,2,0,4,5,6,11,2,4,2,3,4,5,1,1,4,1,4,3,1,2,3,6,6,5,1,1,0.8927,1,1,1,4,2,3,0,2,2,1,2,1,2,4,1,2,1,1,3,4,4,3,2,1,2,"ANES2016TimeSeries_20170403",6,2,2,0,7,1,2,1,0,0,1
"36",64,10,5,NA,0,3,NA,5,0,0,1,4,4,1,1,100,2,2,2,0,18,2,10,1,0,4,2,2,1,1,NA,21,1,6,3,1,3,1,2,1,1,12,1,1,1,1,1,0,13,1,2,1,1,2,1,1,1,2,0,0,NA,302233,0.6418,0.6882,0,0.6512,0.6927,0,123,23,0,2,2,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,1,1,3,2,3,3,4,2,3,2,3,16,2,3,70,85,40,70,40,85,0,50,60,50,30,60,70,85,70,50,70,40,70,50,3,85,15,85,70,30,50,60,70,15,50,0,0,60,70,3,1,1,1,2,1,1,3,0,7,5,6,17,4,7,2,3,4,5,1,2,3,2,3,4,1,2,2,7,1,6,1,2,0.6512,1,1,2,8,3,4,1,2,2,2,1,1,1,5,1,3,1,2,4,6,5,3,2,2,1,"ANES2016TimeSeries_20170403",1,1,2,0,8,2,2,1,0,0,1
"37",18,1,1,NA,1,2,NA,4,0,1,3,1,4,NA,1,100,1,1,1,0,19,4,9,4,1,8,2,1,0,2,NA,18,0,3,2,0,5,2,4,NA,3,5,NA,1,1,1,2,3,11,1,3,1,1,5,1,3,2,1,1,0,NA,402488,2.4581,0,2.4005,2.3495,0,2.2897,44,0,44,2,0,2,2,1,NA,NA,4,0,1,2,NA,NA,1,1,4,3,4,3,3,3,2,3,2,3,3,4,2,4,1,3,12,3,1,72,45,79,71,36,79,37,56,64,83,28,77,66,71,71,50,84,57,80,80,5,85,51,60,76,29,45,80,63,51,78,10,0,70,70,3,1,1,1,1,1,1,2,0,6,6,7,17,4,7,2,3,3,5,2,1,4,1,3,4,1,3,2,6,6,5,1,1,2.3495,2,2,3,3,2,2,0,1,1,2,1,0,NA,4,1,3,1,1,3,5,5,3,2,2,4,"ANES2016TimeSeries_20170403",2,1,1,-1,7,1,1,0,1,0,1
"38",26,3,1,NA,1,1,1,5,0,0,1,1,2,NA,1,100,1,2,1,0,24,1,10,0,1,6,1,1,0,1,NA,21,0,7,2,0,4,1,1,1,0,8,NA,2,2,2,1,2,12,1,1,1,1,0,1,1,1,1,0,0,NA,300094,2.0735,2.2273,0,1.986,1.919,0,119,19,0,1,1,0,1,1,1,2,4,1,1,2,NA,1,1,1,4,1,1,1,2,2,1,2,1,2,2,3,4,3,2,3,14,4,2,100,70,100,100,40,100,40,40,85,100,70,100,60,60,100,100,100,NA,85,100,5,100,50,30,70,30,50,50,60,60,100,30,0,100,60,5,1,1,1,1,1,1,2,0,7,6,7,18,4,7,2,3,4,5,4,1,3,2,6,4,1,2,2,7,6,4,1,1,1.986,2,1,2,6,1,2,0,1,1,1,1,0,NA,0,1,3,1,2,3,8,5,3,1,1,1,"ANES2016TimeSeries_20170403",5,2,1,-40,4,1,1,1,0,0,1
"39",56,9,4,NA,0,2,NA,5,0,0,1,2,4,1,NA,NA,2,2,2,0,22,5,13,0,0,3,1,1,0,NA,1,22,0,6,1,1,2,1,1,1,3,11,1,NA,3,5,0,0,14,1,1,1,1,0,1,1,1,1,NA,NA,NA,402875,0.8855,0,0.8645,0.9809,0,0.9689,38,0,38,1,0,1,2,1,NA,NA,1,1,0,NA,1,1,NA,NA,4,2,4,3,3,4,3,1,1,3,3,4,1,4,3,3,16,1,3,85,70,60,70,0,50,50,0,70,60,0,100,100,85,85,70,85,85,85,60,4,85,0,60,70,0,15,70,70,0,70,0,0,100,85,4,1,1,1,1,1,1,1,0,7,6,7,18,4,7,3,3,4,5,1,1,3,2,4,2,1,2,2,7,1,3,1,1,0.9809,1,1,1,7,4,4,1,1,1,1,1,1,1,4,1,2,2,1,3,8,4,3,2,1,1,"ANES2016TimeSeries_20170403",1,1,3,15,10,1,1,1,0,0,1
"40",64,10,5,NA,1,2,NA,5,1,1,4,1,3,NA,NA,NA,2,2,2,1,18,4,11,7,0,6,3,1,4.5,NA,3,15,1,2,7,1,8,3,7,1,1,7,NA,NA,3,5,0,0,8,2,1,1,2,3,1,1,1,2,NA,NA,NA,407450,0.7246,0,0.708,0.741,0,0.7341,25,0,25,2,0,2,2,1,NA,NA,4,1,1,NA,NA,1,NA,NA,2,3,5,3,3,3,2,3,2,2,3,3,2,5,2,3,12,2,3,70,70,31,70,40,69,41,61,50,41,60,50,60,50,70,70,48,40,60,50,3,60,NA,60,49,50,41,50,69,40,49,31,50,29,70,4,1,1,2.5,4,2,2,2,1,2,2,2,2,1,1,2,2,3,4,2,1,3,2,5,1,1,3,4,2,1,10,2,4,0.741,1,1,2,5,3,2,0,2,1,4,2,0,NA,7,2,2,1,2,4,5,5,2,1,5,4,"ANES2016TimeSeries_20170403",2,1,2,0,NA,1,1,1,0,0,0
"41",38,5,2,NA,0,NA,NA,1,0,0,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,4,13,NA,0,NA,NA,NA,1,NA,NA,23,NA,6,4,1,8,3,4,1,NA,7,1,1,1,1,0,0,8,1,2,2,2,6,1,1,2,3,NA,NA,NA,403458,0.7438,0,0.7271,0,0,0,29,0,29,2,0,2,2,0,NA,NA,NA,1,NA,NA,1,1,NA,NA,4,2,5,3,2,3,2,2,1,2,3,4,NA,3,3,NA,NA,3,3,NA,100,-6,NA,-6,-6,-6,-6,99,-6,-6,-6,NA,85,NA,NA,-6,71,-6,-6,NA,100,1,-6,-6,0,-6,-6,-6,-6,-6,NA,0,-6,NA,NA,1,1,1,2,NA,1,4,0,7,6,7,18,4,7,3,4,4,6,1,NA,4,1,5,NA,1,2,3,7,1,NA,NA,NA,0,0,2,4,5,2,NA,NA,1,1,1,1,1,2,NA,NA,2,1,1,4,3,3,NA,2,NA,NA,"ANES2016TimeSeries_20170403",3,1,NA,NA,7,NA,NA,NA,NA,NA,1
"42",53,8,4,NA,0,3,NA,2,0,0,1,0,3,1,1,100,1,1,1,0,20,3,11,3,0,6,2,2,0,1,NA,16,0,7,1,0,6,2,1,1,1,12,1,1,1,1,0,0,10,1,1,1,1,0,1,1,1,1,0,0,NA,301712,2.1391,2.2969,0,1.9268,2.1166,0,105,5,0,1,1,0,1,1,1,1,4,1,1,1,1,1,1,1,4,3,3,2,2,3,2,3,2,2,3,4,1,4,2,3,16,3,3,85,70,85,85,50,85,50,30,60,85,0,100,70,85,85,85,85,85,85,85,5,100,0,85,85,15,50,85,100,0,85,0,15,85,85,5,1,1,1,1,1,1,1,0,7,6,7,18,4,7,2,3,3,4,1,1,4,2,3,3,1,3,3,7,6,5,1,1,1.9268,2,1,2,8,4,4,1,1,1,1,1,1,1,0,1,1,2,1,4,8,5,3,2,2,3,"ANES2016TimeSeries_20170403",1,1,2,0,10,2,2,1,0,0,1
"43",25,3,1,NA,0,3,NA,4,0,0,1,2,4,2,0,0,1,2,1,1,18,4,12,4,0,8,2,1,0,2,NA,15,0,7,4,0,12,4,3,1,3,12,1,1,1,1,0,0,4,1,2,1,1,1,1,1,1,1,0,100,NA,402692,1.5283,0,1.4933,1.4072,0,1.3628,46,0,46,2,0,2,2,1,NA,NA,6,1,1,4,1,1,2,2,4,3,2,3,4,3,2,4,3,3,3,4,2,1,2,3,13,2,3,100,0,30,85,30,50,60,50,40,15,30,100,0,0,85,70,70,0,70,85,5,15,40,40,100,40,40,40,100,30,100,60,60,85,100,4,1,1,1,1,1,1,2,1,7,6,7,18,4,7,2,2,3,4,1,1,4,1,2,3,1,2,3,6,6,6,1,2,1.4072,1,2,3,8,2,5,1,4,4,2,4,1,2,4,1,2,1,1,2,7,6,3,2,2,4,"ANES2016TimeSeries_20170403",1,1,3,15,8,1,1,0,1,0,1
"44",87,13,6,NA,0,3,NA,3,0,0,1,0,4,1,1,100,2,2,2,0,21,NA,16,NA,1,1,1,1,0,1,NA,1,0,7,1,0,6,2,NA,1,1,12,1,1,1,1,NA,NA,10,1,1,1,1,1,1,1,1,2,0,0,NA,402568,0.4997,0,0.4885,0.4854,0,0.4773,84,0,84,2,0,2,2,1,NA,NA,1,1,1,1,1,1,1,1,4,2,1,3,1,NA,NA,2,1,3,3,NA,1,2,4,3,16,1,3,100,85,100,100,15,100,0,0,100,85,0,100,85,100,100,85,100,100,85,85,5,100,0,60,100,1,60,60,60,0,60,0,1,70,100,5,1,1,1,1,1,1,1,0,5,6,7,16,4,7,1,1,1,1,1,1,2,2,1,2,1,2,2,7,6,6,1,2,0.4854,0,1,1,8,3,4,1,1,1,1,NA,1,1,4,1,1,1,1,4,7,7,3,2,NA,1,"ANES2016TimeSeries_20170403",1,1,2,0,10,1,1,1,0,0,1
"45",30,4,2,NA,0,3,NA,5,1,1,4,2,4,NA,1,100,2,2,2,1,22,3,10,1,0,6,3,1,0,1,NA,12,0,5,3,1,1,1,2,1,0,9,NA,1,1,1,0,0,15,1,3,1,1,5,1,1,3,2,0,0,NA,300901,1.2748,1.3567,0,1.2928,1.3469,0,132,32,0,1,1,0,1,1,1,1,4,1,1,2,NA,1,1,1,4,2,1,3,3,2,1,3,2,3,3,4,2,3,2,3,14,1,3,85,60,85,85,0,15,30,15,40,85,0,85,60,60,85,70,85,50,70,70,4,70,0,30,85,0,15,60,100,15,85,0,0,60,60,4,1,1,1,1,1,1,2,0,4,4,5,13,3,7,1,2,2,3,1,1,4,1,1,3,1,3,2,7,1,5,1,1,1.2928,1,1,2,5,2,4,1,2,2,1,1,0,NA,1,1,4,1,1,3,5,5,3,2,1,2,"ANES2016TimeSeries_20170403",2,1,1,-25,9,1,1,1,0,0,1
"46",54,8,4,NA,0,0,NA,4,0,0,1,2,4,NA,NA,NA,2,2,2,0,11,2,13,6,1,6,1,2,1,NA,NA,26,1,4,4,1,2,1,2,1,0,7,NA,1,1,1,0,0,14,2,2,1,2,5,1,2,1,2,NA,NA,NA,401227,0.9534,0,0.9318,0.9539,0,0.9248,14,0,14,1,0,1,2,1,NA,NA,4,1,0,NA,NA,1,NA,NA,4,3,4,2,3,2,1,3,2,3,3,4,2,2,3,2,11,3,3,100,70,100,100,70,100,30,50,70,100,30,100,60,70,100,30,100,85,85,85,5,85,50,100,100,40,100,70,70,15,100,0,0,70,100,2,1,1,1,2,1,1,3,0,4,5,6,14,3,7,3,4,5,7,1,3,4,1,4,2,1,2,2,6,1,8,2,3,0.9539,1,1,2,5,2,5,1,1,1,3,1,0,NA,7,2,3,3,1,4,3,4,3,2,4,4,"ANES2016TimeSeries_20170403",7,2,2,0,10,3,4,1,0,0,1
"47",23,2,1,NA,1,1,NA,1,0,0,1,3,2,2,1,100,2,1,2,0,13,2,13,3,0,6,1,1,1,NA,NA,5,1,4,4,0,2,1,1,1,NA,8,1,1,1,1,3,3,14,2,2,2,2,8,2,2,2,2,NA,0,NA,406501,0.8503,0,0.8306,0.7755,0,0.7572,51,0,51,1,0,1,2,1,NA,NA,4,1,1,1,1,1,1,1,3,2,NA,1,3,3,2,2,1,2,2,2,1,NA,3,1,8,NA,2,100,60,100,100,60,100,100,100,85,100,100,100,100,70,100,100,100,70,100,100,5,100,50,90,100,30,85,100,100,100,100,15,0,100,100,5,1,1,1,2,3,2,3,0,5,2,2,8,2,4,1,1,1,2,1,2,3,2,NA,6,1,3,1,7,6,4,1,1,0.7755,1,2,3,6,3,2,0,1,1,1,1,1,2,8,2,1,1,1,3,0,NA,3,2,2,3,"ANES2016TimeSeries_20170403",7,2,2,0,3,3,3,0,1,0,1
"48",21,2,1,NA,1,NA,NA,2,0,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,10,NA,1,NA,NA,NA,1,NA,NA,2,NA,4,3,0,1,1,4,NA,NA,10,NA,1,1,1,0,0,15,3,1,1,3,11,2,3,3,3,NA,NA,NA,402598,1.5434,0,1.5084,0,0,0,99,0,99,2,0,2,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,3,2,3,3,2,3,2,2,2,3,NA,3,2,NA,NA,3,3,NA,38,-6,NA,-6,-6,-6,-6,80,-6,-6,-6,NA,55,NA,NA,-6,60,-6,-6,NA,73,27,-6,-6,33,-6,-6,-6,-6,-6,NA,33,-6,NA,NA,1,1,1,2,NA,1,2,0,4,5,6,13,3,6,1,1,1,1,3,NA,4,1,3,NA,1,3,2,6,6,NA,NA,NA,0,0,1,2,7,2,NA,NA,3,3,2,2,0,NA,NA,NA,1,1,1,4,2,5,NA,2,NA,NA,"ANES2016TimeSeries_20170403",6,2,NA,NA,7,NA,NA,NA,NA,NA,1
"49",50,8,4,NA,2,3,1,5,0,0,1,3,NA,1,1,100,1,2,1,1,19,0,14,7,1,1,2,1,NA,1,NA,14,1,7,4,0,5,2,1,1,2,12,1,2,2,2,3,3,11,1,1,1,1,2,1,1,1,3,0,0,NA,302080,1.1348,1.2182,0,1.2318,1.1986,0,114,14,0,2,2,0,1,1,1,2,2,1,1,1,1,1,1,1,4,1,4,1,3,1,1,3,2,2,NA,4,1,4,4,3,14,4,2,50,100,80,85,40,100,40,50,85,95,50,50,100,100,50,50,70,100,85,80,5,100,0,60,100,15,60,60,80,0,50,0,0,70,75,3,NA,1,4,NA,2,1,1,0,2,6,7,13,3,7,2,2,3,3,1,1,3,2,4,4,1,3,2,7,4,9,2,3,1.2318,1,1,1,8,4,5,1,1,1,1,1,1,1,6,2,3,1,1,4,7,4,3,1,4,5,"ANES2016TimeSeries_20170403",1,1,1,-10,10,1,1,1,0,0,NA
